from,fromType,to,toType
ruth esperanza aguilar marroquin,1,esperanza,2
ruth esperanza aguilar marroquin,1,marroquin,2
ruth esperanza aguilar marroquin,1,ruth,2
"ruth esperanza aguilar marroquin, alias marina",0,ruth esperanza aguilar marroquin,1
ruth monjardin,1,monjardin,2
ruth monjardin,1,ruth,2
sailor jose rene rodriguez,0,jose rene rodriguez,1
salinas de gortari,1,gortari,2
salinas de gortari,1,salinas,2
salomon jimenez castro,1,castro,2
salomon jimenez castro,1,jimenez,2
salomon jimenez castro,1,salomon,2
salvador allende,1,allende,2
salvador allende,1,salvador,2
salvador cayetano carpio,1,carpio,2
salvador cayetano carpio,1,cayetano,2
salvador cayetano carpio,1,salvador,2
"salvador cayetano carpio, alias marcial",0,marcial,1
"salvador cayetano carpio, alias marcial",0,salvador cayetano carpio,1
salvador samayoa,1,salvador,2
salvador samayoa,1,samayoa,2
salvador sanchez,1,salvador,2
salvador sanchez,1,sanchez,2
salvador sanchez ceren,1,ceren,2
salvador sanchez ceren,1,salvador,2
salvador sanchez ceren,1,sanchez,2
salvador schlaffer,1,salvador,2
salvador schlaffer,1,schlaffer,2
salvadoran archbishop arturo rivera damas,0,arturo rivera damas,1
salvadoran archbishop oscar arnulfo romero,0,oscar arnulfo romero,1
salvadoran armed forces colonel rene emilio ponce,0,rene emilio ponce,1
salvadoran attorney general dr roberto garcia alvarado,0,roberto garcia alvarado,1
salvadoran attorney general mauricio eduardo colorado,0,mauricio eduardo colorado,1
salvadoran attorney general roberto garcia,0,roberto garcia,1
salvadoran attorney general roberto garcia alvarado,0,roberto garcia alvarado,1
salvadoran colonel ciro lopez,0,ciro lopez,1
salvadoran colonel guillermo benavides,0,guillermo benavides,1
salvadoran colonel sigifredo ochoa perez,0,sigifredo ochoa perez,1
salvadoran communications minister mauricio sandoval,0,mauricio sandoval,1
salvadoran foreign minister dr manuel pacas castro,0,manuel pacas castro,1
salvadoran foreign minister jose manuel pacas,0,jose manuel pacas,1
salvadoran foreign minister jose manuel pacas castro,0,jose manuel pacas castro,1
salvadoran foreign minister manuel pacas,0,manuel pacas,1
salvadoran foreign minister ricardo acevedo,0,ricardo acevedo,1
salvadoran guillermo galvan,0,guillermo galvan,1
salvadoran justice minister oscar santamaria,0,oscar santamaria,1
salvadoran leftist leader hector oqueli colindres,0,hector oqueli colindres,1
salvadoran opposition leader hector oqueli colindres,0,hector oqueli colindres,1
salvadoran political leader hector oqueli colindres,0,hector oqueli colindres,1
salvadoran presidency minister antonio rodriguez porth,0,antonio rodriguez porth,1
salvadoran presidency minister jose antonio rodriguez porth,0,jose antonio rodriguez porth,1
salvadoran presidency minister juan antonio martinez,0,juan antonio martinez,1
salvadoran president aflredo cristiani,0,aflredo cristiani,1
salvadoran president alfredo cristiani,0,alfredo cristiani,1
salvadoran president alfredo cristiani of the right-wing nationalist republican alliance (arena),0,alfredo cristiani,1
salvadoran president alfredo felex cristiani,0,alfredo felex cristiani,1
salvadoran president cristiani,0,cristiani,1
salvadoran president jose napoleon duarte,0,jose napoleon duarte,1
salvadoran president-elect alfredo cristiani,0,alfredo cristiani,1
salvadoran red cross spokesman carlos lopez,0,carlos lopez,1
salvadoran reporter mauricio pineda,0,mauricio pineda,1
salvadoran ricardo montenegro,0,ricardo montenegro,1
salvadoran sister juana margarita flores,0,juana margarita flores,1
salvadoran social democratic leader hector oqueli,0,hector oqueli,1
salvadoran social democratic leader hector oqueli colindres,0,hector oqueli colindres,1
salvadoran social democratic politician hector oqueli colindres,0,hector oqueli colindres,1
salvadoran vice president francisco merino,0,francisco merino,1
salvadoran vice president francisco merino lopez,0,francisco merino lopez,1
salvdoran president alfredo cristiani,0,alfredo cristiani,1
samper pisano,1,pisano,2
samper pisano,1,samper,2
samper pizano,1,pizano,2
samper pizano,1,samper,2
santander department senator jorge serrano gonzalez,0,jorge serrano gonzalez,1
santiago dillman,1,dillman,2
santiago dillman,1,santiago,2
santos mauro,1,mauro,2
santos mauro,1,santos,2
saul botero,1,botero,2
saul botero,1,saul,2
second lieutenant guevara cerritos,0,guevara cerritos,1
second sergeant antonio ramiro avalos vargas,0,antonio ramiro avalos vargas,1
secretary carlos romero,0,carlos romero,1
secretary genaro marquez,0,genaro marquez,1
secretary genaro marquez explaints,0,genaro marquez,1
secretary general baena soares,0,baena soares,1
secretary general guillermo ungo,0,guillermo ungo,1
secretary general hector oqueli colindres,0,hector oqueli colindres,1
secretary general juan manuel palacios,0,juan manuel palacios,1
secretary general luiz alva castro,0,luiz alva castro,1
secretary general mario solorzano,0,mario solorzano,1
secretary general narciso isa conde,0,narciso isa conde,1
secretary general of the presidency german montoya,0,german montoya,1
secretary general orlando morales,0,orlando morales,1
secretary general ruben zamora,0,ruben zamora,1
secretary gil jaramillo,0,gil jaramillo,1
secretary jose luis fernandez valoni,0,jose luis fernandez valoni,1
secretary raul loayza,0,raul loayza,1
secretary velisario velazco,0,velisario velazco,1
secretary walter costas badani,0,walter costas badani,1
segundo montes,1,montes,2
segundo montes,1,segundo,2
senator alberto leyva duran,0,alberto leyva duran,1
senator alvaro leyva,0,alvaro leyva,1
senator bernales,0,bernales,1
senator dodd,0,dodd,1
senator emiliano isaza enao,0,emiliano isaza enao,1
senator enrique bernalez,0,enrique bernalez,1
senator ernesto pisano,0,ernesto pisano,1
senator ernesto samper,0,ernesto samper,1
senator estrada velez,0,estrada velez,1
senator federico estrada velez,0,federico estrada velez,1
senator galan,0,galan,1
senator kennedy,0,kennedy,1
senator luis alberto sanchez,0,luis alberto sanchez,1
senator luis carlos galan,0,luis carlos galan,1
senator luis carlos galan sarmiento,0,luis carlos galan sarmiento,1
senator samper pisano,0,samper pisano,1
senor garcia del solar,0,garcia del solar,1
sergeant amaya alvarez,0,amaya alvarez,1
sergeant fernando rojas baldeon,0,fernando rojas baldeon,1
sergeant leonardo hugaz ramos,0,leonardo hugaz ramos,1
sergeant luis castro guisado,0,luis castro guisado,1
sergeant luis quipe martinez,0,luis quipe martinez,1
sergeant martinez of the fire department,0,martinez,1
sergeant maximo vera tocksen,0,maximo vera tocksen,1
sergeant miguel antonio avila barreto,0,miguel antonio avila barreto,1
sergeant ruperto moscoso carrera,0,ruperto moscoso carrera,1
sergeant victor rizo escobedo,0,victor rizo escobedo,1
sergeant victor salazar clave,0,victor salazar clave,1
sergeant vigil segovia rebolledo,0,vigil segovia rebolledo,1
sergio alarcon,1,alarcon,2
sergio alarcon,1,sergio,2
sergio buschmann,1,buschmann,2
sergio buschmann,1,sergio,2
sergio valech,1,sergio,2
sergio valech,1,valech,2
shafick handal,1,handal,2
shafick handal,1,shafick,2
shafik handal,1,handal,2
shafik handal,1,shafik,2
shafik jorge handal,1,handal,2
shafik jorge handal,1,jorge,2
shafik jorge handal,1,shafik,2
sigifredo ochoa perez,1,ochoa,2
sigifredo ochoa perez,1,perez,2
sigifredo ochoa perez,1,sigifredo,2
sipi mayor manuel santos cruz arboleda,0,manuel santos cruz arboleda,1
sir wilfred jacobs,1,jacobs,2
sir wilfred jacobs,1,sir,2
sir wilfred jacobs,1,wilfred,2
sister mary stanislaus mackey,0,mary stanislaus mackey,1
social conservative president belisario betancur,0,belisario betancur,1
social conservative senator jorge sedano gonzalez,0,jorge sedano gonzalez,1
social democratic leader hector oqueli,0,hector oqueli,1
social democratic leader hector oqueli colindres,0,hector oqueli colindres,1
social democratic party leader mario solorzano,0,mario solorzano,1
sofia de roldan,1,roldan,2
sofia de roldan,1,sofia,2
soldier arturo bernal,0,arturo bernal,1
soldier carlos perez lopez,0,carlos perez lopez,1
soldier jose mario chicas diaz,0,jose mario chicas diaz,1
soldier luis eduardo gonzalez anaya,0,luis eduardo gonzalez anaya,1
soldier raul,0,raul,1
soto martinez,1,martinez,2
soto martinez,1,soto,2
sound man william madrid,0,william madrid,1
soviet leader gorbachev,0,gorbachev,1
spain's enrique baron crespo,0,enrique baron crespo,1
spanish ambassador cadiz,0,cadiz,1
spanish bishop jose luis lacunza,0,jose luis lacunza,1
spanish businessman pablo martin berrocal,0,pablo martin berrocal,1
spanish citizen jose maria tojeira,0,jose maria tojeira,1
spanish citizen miguel anduez,0,miguel anduez,1
spanish foreign minister francisco fernandez ordonez,0,francisco fernandez ordonez,1
spanish foreign minister luis yanez,0,luis yanez,1
spanish priest manuel perez,0,manuel perez,1
state department spokesman richard boucher,0,richard boucher,1
student miguel ernesto miranda reina,0,miguel ernesto miranda reina,1
superior criminal court judge carlos valencia garcia,0,carlos valencia garcia,1
supreme court chief justice francisco jose guerrero,0,francisco jose guerrero,1
supreme court of justice president mauricio gutierrez castro,0,mauricio gutierrez castro,1
supreme court president dr mauricio gutierrez castro,0,mauricio gutierrez castro,1
supreme court president luis maldonado,0,luis maldonado,1
supreme court president salomon jimenez castro,0,salomon jimenez castro,1
taro nakayama,1,nakayama,2
taro nakayama,1,taro,2
teofilo forero castro,1,castro,2
teofilo forero castro,1,forero,2
teofilo forero castro,1,teofilo,2
terrorist guillermo rojas,0,guillermo rojas,1
terrorist leader fernando,0,fernando,1
terrorist leaders misael gallardo,0,misael gallardo,1
terrorist sergio buschmann,0,sergio buschmann,1
terrorist victor polay campos,0,victor polay campos,1
the captain gerardo barrios,0,gerardo barrios,1
the defense ministry's information director colonel eduardo arevalo,0,eduardo arevalo,1
the el salvador president alfonso cristian,0,alfonso cristian,1
the el salvador president alfonso cristian,0,salvador,1
the first social crisis president paz zamora,0,paz zamora,1
the great leader president kim il-song,0,kim il-song,1
"the guerrilla leader, known as ""esteban,""",0,esteban,1
the magnificent job president cristiani,0,cristiani,1
the meeting costa rican president oscar arias,0,oscar arias,1
the mexican,1,mexican,2
the port police commander major orlando reyes,0,orlando reyes,1
the salvadoran political leader hector oqueli,0,hector oqueli,1
the so-called commander huaihuacu,0,huaihuacu,1
the well-known union leader elizabeth velazquez,0,elizabeth velazquez,1
this so-called commander huaihuacu,0,huaihuacu,1
thomas pickering,1,pickering,2
thomas pickering,1,thomas,2
thomas strook,1,strook,2
thomas strook,1,thomas,2
timothy sainsbury,1,sainsbury,2
timothy sainsbury,1,timothy,2
tomas borge,1,borge,2
tomas borge,1,tomas,2
toshiki kaifu,1,kaifu,2
toshiki kaifu,1,toshiki,2
treasurer oscar duenas,0,oscar duenas,1
treasury police director colonel heriberto hernandez,0,heriberto hernandez,1
u.s. ambassador strook,0,strook,1
u.s. ambassador thomas strook,0,thomas strook,1
u.s. ambassador william walker,0,william walker,1
u.s. president bush,0,bush,1
u.s. president george bush,0,george bush,1
u.s. president jimmy carter,0,jimmy carter,1
u.s. president reagan,0,reagan,1
u.s. president ronald reagan,0,ronald reagan,1
u.s. sergeant gregory fronius,0,gregory fronius,1
u.s. vice president dan quayle,0,dan quayle,1
uca rector francisco estrada,0,francisco estrada,1
uca rector ignacio ellacuria,0,ignacio ellacuria,1
ucr deputy dante caputo,0,dante caputo,1
ultra-rightwing deputy roberto d'aubuisson,0,roberto d'aubuisson,1
un secretary general j. perez de cuellar,0,j. perez de cuellar,1
un secretary general javier perez de cuellar,0,javier perez de cuellar,1
un secretary general perez de cuellar,0,perez de cuellar,1
unforgettable comrade commander dimas rodriguez,0,dimas rodriguez,1
university rector dr felix ulloa,0,felix ulloa,1
uruguayan president julio maria sanguinetti,0,julio maria sanguinetti,1
vaca perilla,1,perilla,2
vaca perilla,1,vaca,2
valdemar franklin quintero,1,franklin,2
valdemar franklin quintero,1,quintero,2
valdemar franklin quintero,1,valdemar,2
valencia garcia,1,garcia,2
valencia garcia,1,valencia,2
velisario velazco,1,velazco,2
velisario velazco,1,velisario,2
venancio salvatierra,1,salvatierra,2
venancio salvatierra,1,venancio,2
venezuela's first lady blanca rodriguez de perez,0,blanca rodriguez de perez,1
venezuelan ambassador federico malespina,0,federico malespina,1
venezuelan chief of state carlos andres perez,0,carlos andres perez,1
venezuelan defense minister general filmo lopez uzcategui,0,filmo lopez uzcategui,1
venezuelan foreign minister reinaldo figueredo planchart,0,reinaldo figueredo planchart,1
venezuelan president carlos andres perez,0,carlos andres perez,1
venezuelan president carlos andres perez' brother-in-law,0,carlos andres perez,1
vice chairman puquang,0,puquang,1
vice president antonio castillo claramount,0,antonio castillo claramount,1
vice president diego montana,0,diego montana,1
vice president eduardo duhalde,0,eduardo duhalde,1
vice president francisco merino,0,francisco merino,1
vice president merino,0,merino,1
vice president quayle,0,quayle,1
vice president ricardo arias calderon,0,ricardo arias calderon,1
vice president roberto angulo,0,roberto angulo,1
vice president sanchez,0,sanchez,1
vice president-elect francisco merino,0,francisco merino,1
vice president-elect merino,0,merino,1
victor artiles,1,artiles,2
victor artiles,1,victor,2
victor diaz caro,1,caro,2
victor diaz caro,1,diaz,2
victor diaz caro,1,victor,2
victor hugo barriera barriera,1,barriera,2
victor hugo barriera barriera,1,hugo,2
victor hugo barriera barriera,1,victor,2
victor paz estenssoro,1,estenssoro,2
victor paz estenssoro,1,paz,2
victor paz estenssoro,1,victor,2
victor polay,1,polay,2
victor polay,1,victor,2
victor polay campos,1,campos,2
victor polay campos,1,polay,2
victor polay campos,1,victor,2
"victor polay campos, alias comrade rolando",0,rolando,1
"victor polay campos, alias comrade rolando",0,victor polay campos,1
victor rizo escobedo,1,escobedo,2
victor rizo escobedo,1,rizo,2
victor rizo escobedo,1,victor,2
victor salazar clave,1,clave,2
victor salazar clave,1,salazar,2
victor salazar clave,1,victor,2
vides casanova,1,casanova,2
vides casanova,1,vides,2
vigil segovia rebolledo,1,rebolledo,2
vigil segovia rebolledo,1,segovia,2
vigil segovia rebolledo,1,vigil,2
vinicio cerezo,1,cerezo,2
vinicio cerezo,1,vinicio,2
vinicio cerezo arevalo,1,arevalo,2
vinicio cerezo arevalo,1,cerezo,2
vinicio cerezo arevalo,1,vinicio,2
violeta chamorro,1,chamorro,2
violeta chamorro,1,violeta,2
violeta de chamorro,1,chamorro,2
violeta de chamorro,1,violeta,2
violetta chamorro,1,chamorro,2
violetta chamorro,1,violetta,2
virgilio barco,1,barco,2
virgilio barco,1,virgilio,2
virgilio barco vargas,1,barco,2
virgilio barco vargas,1,vargas,2
virgilio barco vargas,1,virgilio,2
volodia teitelboim,1,teitelboim,2
volodia teitelboim,1,volodia,2
wagner freire,1,freire,2
wagner freire,1,wagner,2
waldemar franklin quintero,1,franklin,2
waldemar franklin quintero,1,quintero,2
waldemar franklin quintero,1,waldemar,2
walter costas,1,costas,2
walter costas,1,walter,2
walter costas badani,1,badani,2
walter costas badani,1,costas,2
walter costas badani,1,walter,2
walter jurado,1,jurado,2
walter jurado,1,walter,2
walter moscoso cardenas,1,cardenas,2
walter moscoso cardenas,1,moscoso,2
walter moscoso cardenas,1,walter,2
walter renguifo lopez,1,lopez,2
walter renguifo lopez,1,renguifo,2
walter renguifo lopez,1,walter,2
watchman javier velasco,0,javier velasco,1
white house spokesman marlin fitzwater,0,marlin fitzwater,1
wilfrido lucero,1,lucero,2
wilfrido lucero,1,wilfrido,2
william madrid,1,madrid,2
william madrid,1,william,2
william walker,1,walker,2
william walker,1,william,2
willian escalante caceres,1,caceres,2
willian escalante caceres,1,escalante,2
willian escalante caceres,1,willian,2
witness lucia cerna,0,lucia cerna,1
writer mario vargas llosa,0,mario vargas llosa,1
yair klein,1,klein,2
yair klein,1,yair,2
yitzhaq navon,1,navon,2
yitzhaq navon,1,yitzhaq,2
yitzhaq rabin,1,rabin,2
yitzhaq rabin,1,yitzhaq,2
yussay rene mendoza vallecillos,1,mendoza,2
yussay rene mendoza vallecillos,1,rene,2
yussay rene mendoza vallecillos,1,vallecillos,2
yussay rene mendoza vallecillos,1,yussay,2
zulia state governor ismael ordaz,0,ismael ordaz,1
