n1,n2,score
"gonzalo rodriguez gacha, a.k.a the mexican","gonzalo rodriguez gacha alias ""the mexican,""",1.00
"gonzalo rodriguez gacha, a.k.a the mexican","gonzalo rodriguez gacha, alias ""el mejicano,""",0.45
"gonzalo rodriguez gacha, a.k.a the mexican","gonzalo rodriguez gacha, alias the mexican",1.00
"gonzalo rodriguez gacha, a.k.a the mexican","gonzalo rodriguez gacha, also known as ""el mexicano,""",0.45
"gonzalo rodriguez gacha, a.k.a the mexican","rodriguez gacha, alias ""the mexican,""",0.63
"gonzalo rodriguez gacha, a.k.a the mexican","rodriguez gacha, alias the mexican",0.63
"gonzalo rodriguez gacha, alias ""el mejicano,""","colombian drug trafficker gonzalo rodriguez gacha, otherwise known as ""el mexicano,""",1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""",colombian drug trafficker rodriguez gacha,0.18
"gonzalo rodriguez gacha, alias ""el mejicano,""",drug baron rodriguez gacha,0.18
"gonzalo rodriguez gacha, alias ""el mejicano,""",drug kingping gonzalo rodriguez gacha (alias the mexican),1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""","drug trafficker jose gonzalo rodriguez gacha, aka ""the mexican,""",0.25
"gonzalo rodriguez gacha, alias ""el mejicano,""","gonzalo rodriguez gacha alias ""the mexican,""",1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""","gonzalo rodriguez gacha, a.k.a the mexican",1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""","gonzalo rodriguez gacha, alias the mexican",1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""","gonzalo rodriguez gacha, also known as ""el mexicano,""",1.00
"gonzalo rodriguez gacha, alias ""el mejicano,""","rodriguez gacha, alias ""the mexican,""",0.18
"gonzalo rodriguez gacha, alias ""el mejicano,""","rodriguez gacha, alias the mexican",0.18
"gonzalo rodriguez gacha, alias the mexican","colombian drug trafficker gonzalo rodriguez gacha, otherwise known as ""el mexicano,""",0.45
"gonzalo rodriguez gacha, alias the mexican",colombian drug trafficker rodriguez gacha,0.08
"gonzalo rodriguez gacha, alias the mexican",drug baron rodriguez gacha,0.08
"gonzalo rodriguez gacha, alias the mexican",drug kingping gonzalo rodriguez gacha (alias the mexican),1.00
"gonzalo rodriguez gacha, alias the mexican","drug trafficker jose gonzalo rodriguez gacha, aka ""the mexican,""",0.66
"gonzalo rodriguez gacha, alias the mexican","gonzalo rodriguez gacha alias ""the mexican,""",1.00
"gonzalo rodriguez gacha, alias the mexican","gonzalo rodriguez gacha, a.k.a the mexican",1.00
"gonzalo rodriguez gacha, alias the mexican","gonzalo rodriguez gacha, alias ""el mejicano,""",0.45
"gonzalo rodriguez gacha, alias the mexican","gonzalo rodriguez gacha, also known as ""el mexicano,""",0.45
"gonzalo rodriguez gacha, alias the mexican","rodriguez gacha, alias ""the mexican,""",0.63
"gonzalo rodriguez gacha, alias the mexican","rodriguez gacha, alias the mexican",0.63
"gonzalo rodriguez gacha, also known as ""el mexicano,""","colombian drug trafficker gonzalo rodriguez gacha, otherwise known as ""el mexicano,""",1.00
"gonzalo rodriguez gacha, also known as ""el mexicano,""",colombian drug trafficker rodriguez gacha,0.08
"gonzalo rodriguez gacha, also known as ""el mexicano,""",drug baron rodriguez gacha,0.08
"gonzalo rodriguez gacha, also known as ""el mexicano,""",drug kingping gonzalo rodriguez gacha (alias the mexican),0.45
"gonzalo rodriguez gacha, also known as ""el mexicano,""","drug trafficker jose gonzalo rodriguez gacha, aka ""the mexican,""",0.11
"gonzalo rodriguez gacha, also known as ""el mexicano,""","gonzalo rodriguez gacha alias ""the mexican,""",0.45
"gonzalo rodriguez gacha, also known as ""el mexicano,""","gonzalo rodriguez gacha, a.k.a the mexican",0.45
"gonzalo rodriguez gacha, also known as ""el mexicano,""","gonzalo rodriguez gacha, alias ""el mejicano,""",0.45
"gonzalo rodriguez gacha, also known as ""el mexicano,""","gonzalo rodriguez gacha, alias the mexican",0.45
"gonzalo rodriguez gacha, also known as ""el mexicano,""","rodriguez gacha, alias ""the mexican,""",0.08
"gonzalo rodriguez gacha, also known as ""el mexicano,""","rodriguez gacha, alias the mexican",0.08
government minister andres vallejo,ecuadoran government minister andres vallejo,1.00
government minister andres vallejo,interior minister andres vallejo,1.00
government minister andres vallejo,justice minister andres vallejo,1.00
government minister carlos lemos,colombian government minister carlos lemos,1.00
government minister carlos lemos,colombian government minister carlos lemos simmonds,0.17
government minister carlos lemos,communications minister carlos lemus,0.01
government minister carlos lemos,dr. carlos lemos simmonds,0.17
government minister carlos lemos,government minister carlos lemos simmonds,0.17
government minister carlos lemos,interior minister carlos lemos,1.00
government minister carlos lemos,minister carlos lemos,1.00
government minister carlos lemos,president carlos lemos,1.00
government minister carlos lemos simmonds,colombian government minister carlos lemos,0.14
government minister carlos lemos simmonds,colombian government minister carlos lemos simmonds,1.00
government minister carlos lemos simmonds,communications minister carlos lemus,0.01
government minister carlos lemos simmonds,dr. carlos lemos simmonds,1.00
government minister carlos lemos simmonds,government minister carlos lemos,0.14
government minister carlos lemos simmonds,interior minister carlos lemos,0.14
government minister carlos lemos simmonds,minister carlos lemos,0.14
government minister carlos lemos simmonds,minister lemos simmonds,0.33
government minister carlos lemos simmonds,president carlos lemos,0.14
government minister carlos morales,interior minister carlos a. morales villatoro,1.00
government minister cesar gaviria trujillo,former government minister cesar gaviria trujillo,1.00
government minister cesar gaviria trujillo,liberal cesar gaviria trujillo,1.00
government minister cesar gaviria trujillo,liberal party candidate cesar gaviria trujillo,1.00
government minister orlando vasquez,government minister orlando vasquez velasquez,1.00
government minister orlando vasquez velasquez,government minister orlando vasquez,1.00
government minister roberto valle,government minister roberto valle baldizan,1.00
government minister roberto valle baldizan,government minister roberto valle,1.00
guard acalardo jara soto,mr. de soto,1.00
guatemala president vinicio cerezo,christian democratic president vinicio cerezo,1.00
guatemala president vinicio cerezo,guatemalan president marco vinicio cerezo arevalo,0.21
guatemala president vinicio cerezo,guatemalan president vinicio cerezo,1.00
guatemala president vinicio cerezo,guatemalan president vinicio cerezo arevalo,0.21
guatemala president vinicio cerezo,president vinicio cerezo,1.00
guatemala president vinicio cerezo,president vinicio cerezo arevalo,0.21
guatemalan attorney gilda flores,guatemalan gilda flores,1.00
guatemalan attorney gilda flores,guatemalan lawyer hilda amparo flores arevalo,0.07
guatemalan attorney gilda flores,guatemalan political leader gilda flores,1.00
guatemalan attorney gilda flores,guatemalan politician gilda flores,1.00
guatemalan attorney gilda flores,guatemalan social democratic leader gilda flores,1.00
guatemalan foreign minister ariel irias rivera,guatemalan foreign minister ariel rivera irias,1.00
guatemalan foreign minister ariel rivera irias,guatemalan foreign minister ariel irias rivera,1.00
guatemalan foreign minister mario palencia,foreign minister mario palencia,1.00
guatemalan gilda flores,guatemalan attorney gilda flores,1.00
guatemalan gilda flores,guatemalan lawyer hilda amparo flores arevalo,0.07
guatemalan gilda flores,guatemalan political leader gilda flores,1.00
guatemalan gilda flores,guatemalan politician gilda flores,1.00
guatemalan gilda flores,guatemalan social democratic leader gilda flores,1.00
guatemalan lawyer hilda amparo flores arevalo,guatemalan attorney gilda flores,1.00
guatemalan lawyer hilda amparo flores arevalo,guatemalan gilda flores,1.00
guatemalan lawyer hilda amparo flores arevalo,guatemalan political leader gilda flores,1.00
guatemalan lawyer hilda amparo flores arevalo,guatemalan politician gilda flores,1.00
guatemalan lawyer hilda amparo flores arevalo,guatemalan social democratic leader gilda flores,1.00
guatemalan political leader gilda flores,guatemalan attorney gilda flores,1.00
guatemalan political leader gilda flores,guatemalan gilda flores,1.00
guatemalan political leader gilda flores,guatemalan lawyer hilda amparo flores arevalo,0.07
guatemalan political leader gilda flores,guatemalan politician gilda flores,1.00
guatemalan political leader gilda flores,guatemalan social democratic leader gilda flores,1.00
guatemalan politician gilda flores,guatemalan attorney gilda flores,1.00
guatemalan politician gilda flores,guatemalan gilda flores,1.00
guatemalan politician gilda flores,guatemalan lawyer hilda amparo flores arevalo,0.07
guatemalan politician gilda flores,guatemalan political leader gilda flores,1.00
guatemalan politician gilda flores,guatemalan social democratic leader gilda flores,1.00
guatemalan president marco vinicio cerezo arevalo,christian democratic president vinicio cerezo,0.78
guatemalan president marco vinicio cerezo arevalo,guatemala president vinicio cerezo,0.78
guatemalan president marco vinicio cerezo arevalo,guatemalan president vinicio cerezo,0.78
guatemalan president marco vinicio cerezo arevalo,guatemalan president vinicio cerezo arevalo,1.00
guatemalan president marco vinicio cerezo arevalo,president cerezo arevalo,0.57
guatemalan president marco vinicio cerezo arevalo,president vinicio cerezo,0.78
guatemalan president marco vinicio cerezo arevalo,president vinicio cerezo arevalo,1.00
guatemalan president vinicio cerezo,christian democratic president vinicio cerezo,1.00
guatemalan president vinicio cerezo,guatemala president vinicio cerezo,1.00
guatemalan president vinicio cerezo,guatemalan president marco vinicio cerezo arevalo,0.21
guatemalan president vinicio cerezo,guatemalan president vinicio cerezo arevalo,0.21
guatemalan president vinicio cerezo,president vinicio cerezo,1.00
guatemalan president vinicio cerezo,president vinicio cerezo arevalo,0.21
guatemalan president vinicio cerezo arevalo,christian democratic president vinicio cerezo,0.20
guatemalan president vinicio cerezo arevalo,guatemala president vinicio cerezo,0.20
guatemalan president vinicio cerezo arevalo,guatemalan president marco vinicio cerezo arevalo,0.26
guatemalan president vinicio cerezo arevalo,guatemalan president vinicio cerezo,0.20
guatemalan president vinicio cerezo arevalo,president cerezo arevalo,0.14
guatemalan president vinicio cerezo arevalo,president vinicio cerezo,0.20
guatemalan president vinicio cerezo arevalo,president vinicio cerezo arevalo,1.00
guatemalan social democratic leader gilda flores,guatemalan attorney gilda flores,1.00
guatemalan social democratic leader gilda flores,guatemalan gilda flores,1.00
guatemalan social democratic leader gilda flores,guatemalan lawyer hilda amparo flores arevalo,0.07
guatemalan social democratic leader gilda flores,guatemalan political leader gilda flores,1.00
guatemalan social democratic leader gilda flores,guatemalan politician gilda flores,1.00
honduran army spokesman colonel manuel enrique suarez,colonel manuel enrique suarez,1.00
honduran army spokesman colonel manuel enrique suarez,colonel manuel enrique suarez benavides,0.21
honduran carlos manuel lopez mata,salvadoran red cross spokesman carlos lopez,0.11
honduran foreign minister carlos lopez contreras,foreign minister carlos lopez contreras,1.00
honduran foreign minister carlos lopez contreras,foreign relations minister carlos lopez contreras,1.00
